word,scaled_score_imageability,scaled_score_mrc,score
allowed,0.1597222664000397,,0.1597222664000397
ally,,0.6022304832713754,0.6022304832713754
alone,,0.6524163568773234,0.6524163568773234
along,0.4037271168183256,,0.4037271168183256
alpha,0.5349133391354973,,0.5349133391354973
alphabet,,0.6877323420074348,0.6877323420074348
already,0.24085271562443092,,0.24085271562443092
also,0.0876039609486842,0.25092936802973975,0.16926666448921196
alter,,0.5278810408921932,0.5278810408921932
alternative,,0.258364312267658,0.258364312267658
although,,0.14684014869888473,0.14684014869888473
altitude,,0.6375464684014869,0.6375464684014869
aluminium,,0.6988847583643123,0.6988847583643123
aluminum,,0.6914498141263941,0.6914498141263941
alumni,0.5870375060045967,,0.5870375060045967
always,0.26668329672038416,0.28066914498141265,0.2736762208508984
am,0.43863330748853313,0.21933085501858735,0.3289820812535602
amateur,,0.49814126394052044,0.49814126394052044
amazement,,0.6078066914498141,0.6078066914498141
amazing,0.14891192492581193,,0.14891192492581193
ambassador,0.7536352342033136,0.7732342007434942,0.763434717473404
ambition,,0.40334572490706316,0.40334572490706316
ambitious,,0.5111524163568772,0.5111524163568772
ambulance,,0.9256505576208178,0.9256505576208178
amendment,,0.3271375464684015,0.3271375464684015
america,0.34808876441672243,,0.34808876441672243
american,0.46994310275635554,,0.46994310275635554
amethyst,,0.70817843866171,0.70817843866171
amity,,0.1412639405204461,0.1412639405204461
ammonia,,0.7565055762081785,0.7565055762081785
among,0.1491446328636132,,0.1491446328636132
amount,,0.3475836431226766,0.3475836431226766
amour,,0.7565055762081785,0.7565055762081785
ampere,,0.32527881040892187,0.32527881040892187
amplifier,,0.799256505576208,0.799256505576208
amplitude,,0.48327137546468396,0.48327137546468396
amsterdam,0.4768608750891783,,0.4768608750891783
amuse,,0.6059479553903346,0.6059479553903346
amy,0.4226822361156021,,0.4226822361156021
an,0.2889174824139529,0.12267657992565056,0.20579703116980172
ana,0.5862336058558283,,0.5862336058558283
analogue,0.6227264415564997,,0.6227264415564997
analogy,,0.25650557620817843,0.25650557620817843
analytic,,0.32342007434944237,0.32342007434944237
anchor,,0.8029739776951672,0.8029739776951672
ancient,,0.5985130111524164,0.5985130111524164
and,0.5729269428670036,0.1802973977695167,0.37661217031826016
andrea,0.41540482424254066,,0.41540482424254066
andrew,0.5319491905468874,,0.5319491905468874
andy,0.40637152520243236,,0.40637152520243236
anecdote,,0.42379182156133827,0.42379182156133827
anele,,0.13940520446096655,0.13940520446096655
angel,0.45551521061267,0.7899628252788102,0.6227390179457402
angeles,0.497064155143753,,0.497064155143753
angels,0.7494464913228889,,0.7494464913228889
anger,,0.6672862453531598,0.6672862453531598
angle,,0.6951672862453531,0.6951672862453531
angry,,0.6747211895910781,0.6747211895910781
animal,,0.8289962825278809,0.8289962825278809
animals,0.7610184224117393,,0.7610184224117393
animation,0.3485118697581796,,0.3485118697581796
animosity,,0.48141263940520446,0.48141263940520446
ankle,,0.8996282527881039,0.8996282527881039
ann,0.4993912345217668,,0.4993912345217668
anna,0.5715306952401955,,0.5715306952401955
anne,0.5993710267080701,,0.5993710267080701
anneal,,0.16728624535315983,0.16728624535315983
annex,,0.5687732342007434,0.5687732342007434
anniversary,0.39754977883305287,,0.39754977883305287
announcement,,0.4684014869888476,0.4684014869888476
annual,0.5644648360378625,0.3903345724907063,0.47739970426428435
another,0.11220753655441193,,0.11220753655441193
answer,,0.44423791821561337,0.44423791821561337
ant,,0.8996282527881039,0.8996282527881039
antagonism,,0.46282527881040886,0.46282527881040886
anteroom,,0.45724907063197023,0.45724907063197023
anticipation,,0.5687732342007434,0.5687732342007434
antique,,0.7806691449814125,0.7806691449814125
antitoxin,,0.48141263940520446,0.48141263940520446
antonio,0.43400030399957845,,0.43400030399957845
anxiety,,0.5446096654275092,0.5446096654275092
anxious,,0.45910780669144974,0.45910780669144974
any,,0.1431226765799256,0.1431226765799256
anybody,,0.3717472118959108,0.3717472118959108
anyone,0.2967660864979813,0.295539033457249,0.29615255997761514
anything,0.28606152135911755,,0.28606152135911755
apart,,0.43680297397769513,0.43680297397769513
apartment,0.41880306823805846,0.7936802973977695,0.606241682817914
apathy,,0.45910780669144974,0.45910780669144974
ape,,0.9052044609665426,0.9052044609665426
aperture,,0.5483271375464684,0.5483271375464684
apex,,0.45724907063197023,0.45724907063197023
apology,,0.503717472118959,0.503717472118959
apparent,,0.25464684014869887,0.25464684014869887
appeal,,0.5074349442379182,0.5074349442379182
appear,,0.3940520446096654,0.3940520446096654
appearance,,0.550185873605948,0.550185873605948
apple,0.7074744414503484,0.9442379182156133,0.8258561798329809
appliance,,0.7899628252788102,0.7899628252788102
appointment,,0.47769516728624534,0.47769516728624534
appraise,,0.328996282527881,0.328996282527881
appreciate,,0.31784386617100374,0.31784386617100374
approach,,0.3717472118959108,0.3717472118959108
approval,,0.45724907063197023,0.45724907063197023
approximately,0.3480252986155039,,0.3480252986155039
apricot,,0.8587360594795539,0.8587360594795539
april,0.5419344766052742,,0.5419344766052742
apron,,0.8104089219330854,0.8104089219330854
apt,,0.3085501858736059,0.3085501858736059
aptitude,,0.33643122676579923,0.33643122676579923
arbiter,,0.2379182156133829,0.2379182156133829
arbitrary,,0.2732342007434944,0.2732342007434944
arbor,,0.45539033457249073,0.45539033457249073
arc,,0.6784386617100371,0.6784386617100371
arch,0.6847536846141045,0.795539033457249,0.7401463590356767
archaeology,0.7641494019385217,,0.7641494019385217
archery,,0.782527881040892,0.782527881040892
architect,0.6027770247067994,,0.6027770247067994
architectural,0.6144335768639413,,0.6144335768639413
architecture,0.7011278613284926,,0.7011278613284926
ardent,,0.4052044609665428,0.4052044609665428
are,0.5031357167936618,0.24721189591078063,0.3751738063522212
area,0.32179276744516616,0.4925650557620817,0.40717891160362396
areas,0.5820237077083305,,0.5820237077083305
arena,0.4626868461503668,,0.4626868461503668
argentina,0.5468001880320303,,0.5468001880320303
argue,,0.5260223048327137,0.5260223048327137
arid,,0.5650557620817844,0.5650557620817844
arise,,0.41821561338289964,0.41821561338289964
aristocracy,,0.6338289962825279,0.6338289962825279
arizona,0.4333656459873928,,0.4333656459873928
ark,,0.7211895910780668,0.7211895910780668
arm,,0.8624535315985129,0.8624535315985129
armadillo,,0.5055762081784387,0.5055762081784387
armor,,0.6951672862453531,0.6951672862453531
armour,,0.7565055762081785,0.7565055762081785
army,0.6723990086435585,0.8345724907063197,0.7534857496749391
aromatic,,0.5836431226765799,0.5836431226765799
around,0.2691161524337623,,0.2691161524337623
arrangement,,0.3475836431226766,0.3475836431226766
arrangements,0.4082120334377707,,0.4082120334377707
array,,0.43866171003717475,0.43866171003717475
arrival,,0.5390334572490707,0.5390334572490707
arrived,0.1677612678877239,,0.1677612678877239
arrogant,,0.5074349442379182,0.5074349442379182
arrow,,0.9107806691449813,0.9107806691449813
art,0.5013163638253965,0.6765799256505576,0.588948144737977
article,,0.5427509293680297,0.5427509293680297
artifice,,0.20631970260223048,0.20631970260223048
artificial,,0.47769516728624534,0.47769516728624534
artist,,0.8754646840148699,0.8754646840148699
artistic,0.637619749575788,0.5799256505576207,0.6087727000667044
artists,0.5293470926969267,,0.5293470926969267
arts,0.5026703009180589,,0.5026703009180589
as,0.527696981865244,0.17657992565055763,0.35213845375790087
asbestos,,0.7137546468401486,0.7137546468401486
ash,,0.7881040892193307,0.7881040892193307
ashamed,,0.49814126394052044,0.49814126394052044
ashen,,0.4944237918215613,0.4944237918215613
asia,0.3903992985624284,,0.3903992985624284
asian,0.40195007438420605,,0.40195007438420605
ask,0.5994344925092886,,0.5994344925092886
asked,0.5437326743064667,,0.5437326743064667
asparagus,,0.8568773234200742,0.8568773234200742
aspect,,0.19330855018587362,0.19330855018587362
asphalt,,0.8178438661710037,0.8178438661710037
aspirin,,0.7676579925650557,0.7676579925650557
assault,,0.6542750929368029,0.6542750929368029
assemble,,0.5278810408921932,0.5278810408921932
assent,,0.40148698884758366,0.40148698884758366
assigned,0.5270623238530585,,0.5270623238530585
assist,,0.44423791821561337,0.44423791821561337
assistance,,0.4070631970260223,0.4070631970260223
association,0.2884520665383501,,0.2884520665383501
assortment,,0.44237918215613375,0.44237918215613375
assumption,,0.2379182156133829,0.2379182156133829
aster,,0.17657992565055763,0.17657992565055763
astrolabe,,0.03903345724907065,0.03903345724907065
astronomy,,0.6579925650557621,0.6579925650557621
astute,,0.24535315985130107,0.24535315985130107
at,0.5624127751317959,0.17843866171003714,0.37042571842091654
ate,0.486698074278055,0.43680297397769513,0.4617505241278751
athlete,,0.8587360594795539,0.8587360594795539
athletics,0.6926445992322787,0.7843866171003717,0.7385156081663252
atlanta,0.46818721558930865,,0.46818721558930865
atlantic,0.6116199263432518,,0.6116199263432518
atmosphere,,0.5855018587360594,0.5855018587360594
atom,,0.6877323420074348,0.6877323420074348
atrocity,,0.5111524163568772,0.5111524163568772
attached,0.5173943668007647,,0.5173943668007647
attack,,0.6914498141263941,0.6914498141263941
attempt,,0.32156133828996275,0.32156133828996275
attend,,0.47769516728624534,0.47769516728624534
attendant,,0.6877323420074348,0.6877323420074348
attended,0.39312832801482656,,0.39312832801482656
attentive,,0.4144981412639405,0.4144981412639405
attitude,,0.35687732342007433,0.35687732342007433
attribute,0.43581965696784386,0.3085501858736059,0.3721849214207249
audience,,0.79182156133829,0.79182156133829
audit,,0.23048327137546465,0.23048327137546465
audition,,0.4944237918215613,0.4944237918215613
auditorium,,0.8252788104089219,0.8252788104089219
august,0.41512980577059333,,0.41512980577059333
aunt,,0.8141263940520445,0.8141263940520445
aural,,0.23048327137546465,0.23048327137546465
aurora,,0.40148698884758366,0.40148698884758366
austin,0.5582240322513707,,0.5582240322513707
australia,0.2952640625358087,,0.2952640625358087
australian,0.34235568703997943,,0.34235568703997943
austria,0.4228091677180392,,0.4228091677180392
authentic,,0.5557620817843867,0.5557620817843867
author,,0.6152416356877324,0.6152416356877324
authoritative,,0.42193308550185876,0.42193308550185876
auto,0.6595366062632637,,0.6595366062632637
automobile,0.5201657067873083,0.9275092936802973,0.7238375002338029
autumn,,0.9163568773234199,0.9163568773234199
aux,0.5890261011094449,,0.5890261011094449
available,0.24683965620604806,0.2899628252788104,0.2684012407424292
avalanche,,0.8680297397769516,0.8680297397769516
avenue,0.6945062627346896,0.8085501858736059,0.7515282243041478
average,,0.312267657992565,0.312267657992565
aviation,0.38612593461371203,,0.38612593461371203
aviator,,0.5873605947955389,0.5873605947955389
avid,,0.3643122676579926,0.3643122676579926
avowal,,0.14684014869888473,0.14684014869888473
await,,0.30483271375464677,0.30483271375464677
award,0.5605088010952389,,0.5605088010952389
awards,0.5765444935364614,,0.5765444935364614
aware,,0.3141263940520446,0.3141263940520446
away,,0.2657992565055762,0.2657992565055762
aweigh,,0.15613382899628253,0.15613382899628253
awkward,,0.5390334572490707,0.5390334572490707
awl,,0.30297397769516726,0.30297397769516726
axe,,0.8698884758364311,0.8698884758364311
axil,,0.48327137546468396,0.48327137546468396
axiom,,0.33828996282527873,0.33828996282527873
axle,,0.8011152416356877,0.8011152416356877
aye,,0.23420074349442377,0.23420074349442377
b,0.5167173982544335,,0.5167173982544335
babe,,0.8048327137546467,0.8048327137546467
babies,0.5400516578357901,,0.5400516578357901
baby,0.6741337405435323,0.8903345724907061,0.7822341565171191
back,0.5188752354958643,0.6579925650557621,0.5884339002758132
background,,0.553903345724907,0.553903345724907
backyard,0.6944004863993255,,0.6944004863993255
bacteria,,0.6988847583643123,0.6988847583643123
bad,0.48468832390613426,0.48141263940520446,0.48305048165566933
badge,,0.724907063197026,0.724907063197026
bag,0.7240390155683923,0.8197026022304832,0.7718708088994377
bagpipe,,0.8643122676579924,0.8643122676579924
bail,,0.6524163568773234,0.6524163568773234
bake,,0.6802973977695166,0.6802973977695166
baker,0.5011894322229595,,0.5011894322229595
balance,,0.5576208178438662,0.5576208178438662
balcony,0.5998787531178182,,0.5998787531178182
bale,,0.6394052044609666,0.6394052044609666
ball,0.6561306082645342,0.9163568773234199,0.786243742793977
balloon,0.626682476499123,0.8438661710037174,0.7352743237514202
balloons,0.4654370308698379,,0.4654370308698379
ballot,,0.5724907063197027,0.5724907063197027
baltimore,0.4002153424842322,,0.4002153424842322
banality,,0.23420074349442377,0.23420074349442377
banana,,0.9572490706319701,0.9572490706319701
band,0.6697546002594518,0.8364312267657992,0.7530929135126254
bandage,,0.7899628252788102,0.7899628252788102
bandit,,0.8048327137546467,0.8048327137546467
bands,0.8184338172474623,,0.8184338172474623
bang,,0.6338289962825279,0.6338289962825279
bank,0.5345935989309941,0.8011152416356877,0.667854420283341
banker,,0.8104089219330854,0.8104089219330854
banner,,0.8178438661710037,0.8178438661710037
bar,0.7092303286173953,0.8680297397769516,0.7886300341971735
barb,,0.5929368029739777,0.5929368029739777
barbara,0.5756136617852562,,0.5756136617852562
bard,,0.5148698884758365,0.5148698884758365
bare,,0.6654275092936803,0.6654275092936803
bargain,,0.6988847583643123,0.6988847583643123
bark,,0.762081784386617,0.762081784386617
barn,,0.8550185873605947,0.8550185873605947
barnacle,,0.6115241635687731,0.6115241635687731
barnes,0.6710239162838227,,0.6710239162838227
baron,,0.6858736059479553,0.6858736059479553
barrel,,0.8791821561338289,0.8791821561338289
bars,0.6183049907382734,,0.6183049907382734
base,0.4149605636340107,0.5706319702602229,0.4927962669471168
based,0.37379241391023865,,0.37379241391023865
basement,,0.8215613382899627,0.8215613382899627
bashful,,0.503717472118959,0.503717472118959
basic,,0.26394052044609667,0.26394052044609667
basin,,0.7676579925650557,0.7676579925650557
basket,,0.8011152416356877,0.8011152416356877
basketball,0.6676179182850935,,0.6676179182850935
bass,0.5325838485590731,0.7713754646840147,0.6519796566215439
bat,,0.8494423791821559,0.8494423791821559
bath,0.5456314093082482,0.8773234200743494,0.7114774146912988
baton,,0.7193308550185873,0.7193308550185873
battle,0.5670034680866048,0.8698884758364311,0.7184459719615179
bawl,,0.5353159851301115,0.5353159851301115
bay,0.716909690564841,0.8197026022304832,0.7683061463976621
bayonet,,0.778810408921933,0.778810408921933
be,0.43108087714352483,0.2695167286245353,0.35029880288403004
beach,0.8707084821844822,1.0,0.9353542410922411
beaches,0.7582470824251957,,0.7582470824251957
beak,,0.8271375464684014,0.8271375464684014
beam,,0.762081784386617,0.762081784386617
bean,,0.7602230483271375,0.7602230483271375
bear,0.6505033072231556,0.8234200743494422,0.7369616907862989
beard,,0.9312267657992563,0.9312267657992563
bears,0.5420614082077113,,0.5420614082077113
beast,,0.7973977695167285,0.7973977695167285
beat,,0.5148698884758365,0.5148698884758365
beau,,0.4925650557620817,0.4925650557620817
beautiful,0.5996883557141628,0.7490706319702602,0.6743794938422115
beauty,0.6589574639366953,0.7137546468401486,0.6863560553884219
beaver,,0.8977695167286244,0.8977695167286244
became,0.24461835316339867,0.24721189591078063,0.24591512453708964
because,,0.21375464684014867,0.21375464684014867
become,,0.241635687732342,0.241635687732342
bed,,0.9405204460966541,0.9405204460966541
bedel,,0.0892193308550186,0.0892193308550186
bedroom,,0.9293680297397768,0.9293680297397768
bee,0.8048944463208365,0.9182156133828996,0.861555029851868
beech,,0.5687732342007434,0.5687732342007434
beef,,0.9219330855018586,0.9219330855018586
beehive,,0.8234200743494422,0.8234200743494422
been,0.25060529374501606,0.17286245353159851,0.21173387363830729
beer,0.7254352631952006,0.8717472118959106,0.7985912375455556
beet,,0.79182156133829,0.79182156133829
beetle,,0.9498141263940518,0.9498141263940518
before,0.09934513417411758,0.23420074349442377,0.1667729388342707
beg,,0.5613382899628252,0.5613382899628252
began,0.28703466364446895,0.22676579925650558,0.25690023145048724
beggar,,0.8624535315985129,0.8624535315985129
beginning,,0.4275092936802974,0.4275092936802974
behaviour,,0.4126394052044609,0.4126394052044609
behind,0.4183454063656672,0.449814126394052,0.43407976637985957
being,,0.36059479553903345,0.36059479553903345
belfry,,0.6022304832713754,0.6022304832713754
belgium,0.5614184775793718,,0.5614184775793718
belief,,0.3698884758364312,0.3698884758364312
believe,0.13382821950286775,,0.13382821950286775
bell,0.6400526052891662,0.8940520446096654,0.7670523249494158
belle,,0.5055762081784387,0.5055762081784387
belligerent,,0.39962825278810404,0.39962825278810404
belly,,0.8308550185873604,0.8308550185873604
beloved,,0.6078066914498141,0.6078066914498141
below,0.34084849961166663,0.3494423791821561,0.34514543939691134
belt,,0.6784386617100371,0.6784386617100371
ben,0.5846681160924372,,0.5846681160924372
bench,0.6682948868314249,0.79182156133829,0.7300582240848574
bend,,0.6152416356877324,0.6152416356877324
benefactor,,0.40148698884758366,0.40148698884758366
beneficial,,0.433085501858736,0.433085501858736
benefit,,0.5873605947955389,0.5873605947955389
benzene,,0.537174721189591,0.537174721189591
bequest,,0.3066914498141264,0.3066914498141264
bereavement,,0.520446096654275,0.520446096654275
beret,,0.7211895910780668,0.7211895910780668
berlin,0.4602751457040618,,0.4602751457040618
berry,,0.7843866171003717,0.7843866171003717
berth,,0.5074349442379182,0.5074349442379182
besieger,,0.38289962825278806,0.38289962825278806
best,0.5115766683557301,0.36245353159851296,0.4370150999771215
bet,,0.6022304832713754,0.6022304832713754
betel,,0.20260223048327136,0.20260223048327136
betrayal,,0.42565055762081777,0.42565055762081777
better,,0.2695167286245353,0.2695167286245353
betterment,,0.33643122676579923,0.33643122676579923
beverage,,0.8104089219330854,0.8104089219330854
bewilderment,,0.516728624535316,0.516728624535316
bhang,,0.16356877323420072,0.16356877323420072
bib,,0.6672862453531598,0.6672862453531598
bible,,0.8643122676579924,0.8643122676579924
bicycle,0.4690334262722228,,0.4690334262722228
bicycles,0.49846040277056136,,0.49846040277056136
bid,,0.4925650557620817,0.4925650557620817
bien,0.5170770377946718,,0.5170770377946718
bier,,0.3066914498141264,0.3066914498141264
big,0.5565527661526156,0.6208178438661709,0.5886853050093932
biggest,0.34241915284119795,,0.34241915284119795
bilious,,0.30483271375464677,0.30483271375464677
bill,0.6273171345113087,0.7546468401486988,0.6909819873300037
billed,,0.42007434944237915,0.42007434944237915
bin,,0.8048327137546467,0.8048327137546467
biology,,0.5799256505576207,0.5799256505576207
birch,,0.8029739776951672,0.8029739776951672
bird,0.8562171242395775,0.9014869888475836,0.8788520565435806
birds,0.7479444673607162,,0.7479444673607162
birmingham,0.5360956228931668,,0.5360956228931668
birth,,0.7490706319702602,0.7490706319702602
biscuit,,0.8215613382899627,0.8215613382899627
bishop,,0.7342007434944238,0.7342007434944238
bison,,0.765799256505576,0.765799256505576
bit,,0.5631970260223047,0.5631970260223047
bite,,0.7881040892193307,0.7881040892193307
bitter,,0.6096654275092936,0.6096654275092936
bitterness,,0.46282527881040886,0.46282527881040886
bivouac,,0.4479553903345725,0.4479553903345725
black,0.5653110467207767,0.8550185873605947,0.7101648170406857
blacksmith,,0.8289962825278809,0.8289962825278809
blade,,0.815985130111524,0.815985130111524
blame,,0.42193308550185876,0.42193308550185876
bland,,0.4070631970260223,0.4070631970260223
blanket,,0.8420074349442379,0.8420074349442379
blasphemy,,0.42007434944237915,0.42007434944237915
bleach,,0.70817843866171,0.70817843866171
bleak,,0.5687732342007434,0.5687732342007434
blessing,,0.5446096654275092,0.5446096654275092
blew,,0.5111524163568772,0.5111524163568772
blind,,0.6617100371747211,0.6617100371747211
blink,,0.6356877323420074,0.6356877323420074
blister,,0.9052044609665426,0.9052044609665426
block,0.5226197177677594,0.6579925650557621,0.5903061414117607
blonde,0.6299192323612697,0.8903345724907061,0.7601269024259879
blood,,0.9126394052044609,0.9126394052044609
bloom,0.8771185281075562,0.7342007434944238,0.80565963580099
blossom,0.9237447367361244,0.9089219330855018,0.9163333349108131
blossoms,0.9649763522611148,,0.9649763522611148
blouse,,0.8661710037174719,0.8661710037174719
blow,,0.6115241635687731,0.6115241635687731
blue,0.7123189976100317,0.8178438661710037,0.7650814318905177
bluebell,,0.8847583643122676,0.8847583643122676
blues,0.6489801279939101,,0.6489801279939101
blunder,,0.5631970260223047,0.5631970260223047
blunderbuss,,0.42565055762081777,0.42565055762081777
blunt,,0.5111524163568772,0.5111524163568772
blur,0.6666659312668152,,0.6666659312668152
blurry,0.5724615269914008,,0.5724615269914008
blush,,0.7843866171003717,0.7843866171003717
boar,,0.7342007434944238,0.7342007434944238
board,0.7225793021403654,0.8605947955390334,0.7915870488396994
boast,,0.533457249070632,0.533457249070632
boat,0.8355061177752544,0.9330855018587358,0.8842958098169951
boating,,0.7509293680297398,0.7509293680297398
boats,0.8277844452936634,,0.8277844452936634
boatswain,,0.39776951672862454,0.39776951672862454
bob,0.5361802439614581,,0.5361802439614581
