word,visual,phonetic,textual
card,0.8065731327425079,0.7932533112582781,0.684466700050075
cards,0.531400966183575,0.7074340527577938,0.8020833333333333
care,0.3719806763285023,0.7865707434052758,0.5755208333333333
carnival,0.5265700483091789,0.6810551558752997,0.8776041666666667
carolina,0.3816425120772946,0.7026378896882493,0.47395833333333326
carrier,0.5024154589371981,0.41966426858513184,0.75
cars,0.5942028985507246,0.7769784172661869,0.8671875
carving,0.5410628019323673,0.8393285371702637,0.8932291666666667
case,0.0,0.9119067328918321,0.27367050575863805
casino,0.4396135265700485,0.6211031175059951,0.9401041666666667
castle,0.5555555555555554,0.9544364508393284,0.859375
cat,0.4782608695652173,0.8920863309352518,0.7239583333333333
catch,0.2850241545893719,0.7721822541966425,0.5755208333333333
cathedral,0.652173913043478,0.7745803357314147,0.8151041666666667
catholic,0.4154589371980677,0.8057553956834531,0.6197916666666667
cats,0.652173913043478,0.6091127098321343,0.7734375
caught,0.37681159420289845,0.7745803357314147,0.7083333333333333
caves,0.6183574879227054,0.5827338129496402,0.8541666666666667
celebrate,0.31400966183574885,0.7194244604316546,0.8125
celebrated,0.3429951690821258,0.6426858513189448,0.7317708333333333
celebration,0.5024154589371981,0.45083932853717024,0.7135416666666667
cemetery,0.7149758454106281,0.4820143884892085,0.7864583333333333
center,0.35265700483091766,0.7002398081534771,0.6276041666666667
central,0.6714975845410627,0.4940047961630696,0.5885416666666667
centre,0.3816425120772946,0.5899280575539567,0.6822916666666667
chair,0.6562266064572215,0.7200837012509197,0.6261392088132198
chairs,0.42028985507246386,0.8009592326139088,0.8151041666666667
challenge,0.3967791003277268,0.8202772219310643,0.45654189617759977
championship,0.48309178743961345,0.6402877697841727,0.7161458333333333
change,0.43478260869565233,0.7697841726618704,0.8072916666666667
chapel,0.5410628019323673,0.9064748201438848,0.828125
characters,0.5652173913043477,0.65947242206235,0.41666666666666674
charity,0.45809084542754364,0.6524788447387785,0.5132298447671508
charles,0.3961352657004831,0.8273381294964028,0.7708333333333333
charlie,0.4541062801932365,0.815347721822542,0.8802083333333333
charlotte,0.2657004830917873,0.7434052757793765,0.8463541666666667
chat,0.6135265700483092,0.7434052757793765,0.47135416666666674
check,0.63768115942029,0.803357314148681,0.609375
cheese,0.6473429951690819,0.7889688249400479,0.921875
cherry,0.531400966183575,0.9064748201438848,0.7838541666666667
chicago,0.3429951690821258,0.8585131894484412,0.75
chicken,0.681159420289855,0.9136690647482013,0.875
chief,0.5990338164251208,0.764988009592326,0.875
chile,0.5362318840579712,0.8465227817745802,0.8359375
china,0.4541062801932365,0.8177458033573142,0.7838541666666667
chinese,0.2028985507246377,0.6211031175059951,0.4140625
chris,0.42995169082125617,0.7074340527577938,0.6171875
christian,0.24154589371980695,0.7625899280575539,0.49739583333333326
christmas,0.3574879227053138,0.9304556354916067,0.9791666666666667
christopher,0.318840579710145,0.8345323741007193,0.48697916666666674
church,0.5700483091787438,0.8513189448441247,0.5182291666666667
churches,0.5893719806763285,0.618705035971223,0.7395833333333333
cincinnati,0.6714975845410627,0.3980815347721822,0.7994791666666667
cinema,0.42995169082125617,0.4604316546762589,0.6328125
circle,0.21739130434782616,0.9160671462829735,0.46354166666666674
cities,0.48309178743961345,0.6019184652278178,0.6822916666666667
city,0.3961352657004831,0.8321342925659472,0.29166666666666674
ciudad,0.38647342995169076,0.44124700239808146,0.765625
civil,0.3333333333333335,0.3764988009592326,0.6536458333333333
class,0.468599033816425,0.7769784172661869,0.8802083333333333
classic,0.5771443723615642,0.7544045061963673,0.7932048593723919
classics,0.6763285024154588,0.8369304556354915,0.5078125
clean,0.18840579710144922,0.7266187050359711,0.46354166666666674
clear,0.5362318840579712,0.8201438848920863,0.1875
click,0.3333333333333335,0.7290167865707433,0.46875
cliffs,0.9420289855072461,0.7314148681055155,0.7994791666666667
climb,0.7294685990338166,0.7601918465227817,0.8854166666666667
climbing,0.8212560386473431,0.8752997601918464,0.9817708333333333
clock,0.4154589371980677,0.7697841726618704,0.8333333333333333
close,0.36714975845410613,0.7913669064748201,0.3828125
closed,0.42512077294686,0.7434052757793765,0.49739583333333326
closeup,0.5603864734299515,0.7817745803357314,0.4140625
clothes,0.531400966183575,0.7913669064748201,0.9036458333333333
cloud,0.37681159420289845,0.8729016786570742,0.75
clouds,0.8502415458937196,0.7074340527577938,0.9140625
club,0.256038647342995,0.7410071942446042,0.41927083333333326
co,0.36231884057971,0.7889688249400479,0.5052083333333333
coast,0.7269426651207171,0.7596163135716592,0.6623104448339175
coastal,0.7681159420289854,0.6714628297362111,0.7526041666666667
coffee,0.5700483091787438,0.9280575539568345,0.9453125
cold,0.538026256647018,0.775089944600611,0.8383744105741946
collaboration,0.49275362318840576,0.45803357314148674,0.44270833333333326
collage,0.531400966183575,0.60431654676259,0.7786458333333333
collection,0.4879227053140096,0.5347721822541966,0.5703125
college,0.26086956521739113,0.815347721822542,0.6536458333333333
cologne,0.2367149758454108,0.6930455635491606,0.6276041666666667
color,0.42028985507246386,0.8225419664268585,0.41145833333333326
colorado,0.5942028985507246,0.6954436450839327,0.5703125
colorful,0.45893719806763267,0.7218225419664268,0.7942708333333333
colors,0.5169082125603865,0.7146282973621103,0.7838541666666667
columbia,0.4975845410628019,0.5419664268585132,0.6953125
com,0.2995169082125604,0.8201438848920863,0.49479166666666674
come,0.38647342995169076,0.764988009592326,0.48697916666666674
comes,0.08212560386473422,0.7577937649880095,0.6302083333333333
comic,0.5265700483091789,0.7745803357314147,0.5677083333333333
command,0.6956521739130435,0.4532374100719424,0.5052083333333333
comments,0.4879227053140096,0.5923261390887289,0.5078125
commercial,0.41062801932367154,0.6306954436450838,0.49739583333333326
common,0.6714975845410627,0.764988009592326,0.5963541666666667
commons,0.2946859903381642,0.7338129496402876,0.6484375
communication,0.6183574879227054,0.5227817745803356,0.5390625
community,0.38647342995169076,0.5443645083932853,0.3984375
company,0.3065924979441973,0.7833747075187532,0.5928483089217159
completely,0.27053140096618344,0.7002398081534771,0.234375
computer,0.5603864734299515,0.6882494004796162,0.6484375
con,0.4057971014492754,0.7937649880095923,0.75
concert,0.6666666666666665,0.7362110311750598,0.7135416666666667
concerto,0.5845410628019323,0.6738609112709832,0.7890625
concerts,0.6714975845410627,0.7529976019184652,0.7395833333333333
concrete,0.7767259906788053,0.6679313833701249,0.729994992488733
conditions,0.42028985507246386,0.5563549160671462,0.38802083333333326
conference,0.5265700483091789,0.6163069544364508,0.53125
congress,0.4154589371980677,0.7841726618705036,0.6536458333333333
connecticut,0.545893719806763,0.5899280575539567,0.7994791666666667
considered,0.2512077294685988,0.6906474820143884,0.11197916666666674
constructed,0.6183574879227054,0.65947242206235,0.7057291666666667
construction,0.545893719806763,0.5323741007194245,0.53125
contemporary,0.3285024154589373,0.5971223021582732,0.5078125
continue,0.3719806763285023,0.7601918465227817,0.1328125
contrast,0.48309178743961345,0.60431654676259,0.09114583333333337
control,0.19323671497584538,0.6882494004796162,0.4921875
convention,0.5362318840579712,0.633093525179856,0.45833333333333326
cook,0.6135265700483092,0.8177458033573142,0.8697916666666667
cookies,0.7439613526570046,0.6762589928057554,0.8645833333333333
cooking,0.7101449275362319,0.5923261390887289,0.9088541666666667
cool,0.4637681159420288,0.829736211031175,0.5625
copenhagen,0.42512077294686,0.6378896882494005,0.5234375
corner,0.35265700483091766,0.7697841726618704,0.6171875
corps,0.35265700483091766,0.5443645083932853,0.5442708333333333
costumes,0.4637681159420288,0.7266187050359711,0.8671875
could,0.106280193236715,0.7410071942446042,0.03385416666666674
council,0.5410628019323673,0.6498800959232613,0.7109375
countries,0.3816425120772946,0.5275779376498801,0.30729166666666674
country,0.4782608695652173,0.8177458033573142,0.6067708333333333
countryside,0.6666666666666665,0.5899280575539567,0.7838541666666667
county,0.42995169082125617,0.6666666666666665,0.625
course,0.545893719806763,0.4820143884892085,0.36197916666666674
court,0.27053140096618344,0.7170263788968825,0.5260416666666667
courtesy,0.22222222222222232,0.7697841726618704,0.5833333333333333
covered,0.17391304347826075,0.633093525179856,0.7265625
crafts,0.545893719806763,0.6954436450839327,0.7942708333333333
cream,0.6135265700483092,0.6163069544364508,0.9817708333333333
created,0.38647342995169076,0.5563549160671462,0.47916666666666674
creating,0.318840579710145,0.38129496402877694,0.23177083333333337
creative,0.2753623188405796,0.4844124700239807,0.47916666666666674
creek,0.681159420289855,0.65947242206235,0.7604166666666667
crew,0.49358866001786983,0.7581861662987494,0.5790085127691538
crochet,0.7681159420289854,0.6019184652278178,0.890625
crop,0.4637681159420288,0.7529976019184652,0.7786458333333333
cross,0.4541062801932365,0.6666666666666665,0.5078125
crossing,0.5797101449275361,0.8537170263788969,0.45052083333333326
cruise,0.468599033816425,0.7817745803357314,0.7760416666666667
cruz,0.47342995169082114,0.7817745803357314,0.6588541666666667
crystal,0.3478260869565215,0.7529976019184652,0.90625
cultural,0.36231884057971,0.7625899280575539,0.5364583333333333
culture,0.4541062801932365,0.5179856115107913,0.6744791666666667
cup,0.5024154589371981,0.7985611510791366,0.8880208333333333
currently,0.3333333333333335,0.7122302158273381,0.4296875
cut,0.3429951690821258,0.6978417266187049,0.640625
cute,0.5265700483091789,0.7985611510791366,0.46614583333333326
cycle,0.5085605273961025,0.661377851361295,0.47337005508262386
cycles,0.48309178743961345,0.6115107913669064,0.4296875
d,0.37681159420289845,0.8872901678657075,0.7239583333333333
dad,0.5601055030186965,0.799333132831483,0.7249411095810382
daily,0.07729468599033806,0.764988009592326,0.6041666666666667
dallas,0.33816425120772964,0.6402877697841727,0.671875
dame,0.545893719806763,0.7362110311750598,0.5390625
dan,0.42028985507246386,0.6738609112709832,0.453125
dance,0.47342995169082114,0.6738609112709832,0.43489583333333326
dancers,0.5410628019323673,0.5203836930455634,0.890625
dancing,0.44927536231884035,0.5155875299760191,0.40885416666666674
daniel,0.3478260869565215,0.7961630695443644,0.625
dark,0.4396135265700485,0.7601918465227817,0.8125
das,0.35265700483091766,0.7458033573141487,0.30989583333333337
date,0.22222222222222232,0.6642685851318944,0.45052083333333326
daughter,0.8716524594914394,0.7394453642384106,0.9640861291937906
dave,0.37681159420289845,0.6978417266187049,0.7552083333333333
david,0.3961352657004831,0.4052757793764987,0.48177083333333326
davis,0.3091787439613527,0.5491606714628297,0.5338541666666667
dawn,0.545893719806763,0.7026378896882493,0.8541666666666667
day,0.36231884057971,0.7194244604316546,0.49739583333333326
days,0.2995169082125604,0.6786570743405276,0.44010416666666674
dc,0.2463768115942031,0.6978417266187049,0.6588541666666667
de,0.3429951690821258,0.5779376498800959,0.45833333333333326
dead,0.3913043478260869,0.7553956834532374,0.30208333333333337
death,0.4637681159420288,0.6642685851318944,0.75
december,0.22705314009661848,0.4076738609112709,0.5625
decided,0.08695652173913038,0.41247002398081534,0.40104166666666674
deck,0.5265700483091789,0.8225419664268585,0.8671875
decorations,0.31400966183574885,0.6618705035971222,0.8125
dedicated,0.36231884057971,0.48681055155875286,0.45833333333333326
deep,0.36231884057971,0.5827338129496402,0.7682291666666667
deer,0.8067632850241546,0.8776978417266186,0.45833333333333326
defense,0.5362318840579712,0.65947242206235,0.609375
definitely,0.14492753623188426,0.645083932853717,0.0859375
del,0.2850241545893719,0.8393285371702637,0.546875
delicious,0.6473429951690819,0.5275779376498801,0.8203125
delle,0.4879227053140096,0.8393285371702637,0.7291666666666667
delta,0.36231884057971,0.5971223021582732,0.5416666666666667
demolition,0.758454106280193,0.5827338129496402,0.8177083333333333
demonstration,0.38801284682813764,0.48512233259749815,0.3853380070105157
den,0.3478260869565215,0.7362110311750598,0.8645833333333333
denver,0.4782608695652173,0.4364508393285371,0.45052083333333326
department,0.3574879227053138,0.47242206235011985,0.5677083333333333
deployed,0.681159420289855,0.474820143884892,0.47135416666666674
deployment,0.6908212560386473,0.39568345323741005,0.48958333333333326
der,0.318840579710145,0.750599520383693,0.5833333333333333
